"id","date_heure","lieu","montant","type","compte_credit_id","compte_debit_id","modele_detection_id"
"940","2021-03-26 05:17:23.395","North Peterton","102.57","VIREMENT","415","349","2"
"941","2021-10-07 07:12:25.655","East Odis","823.9","AUTRE","77","434","5"
"942","2021-06-21 00:15:28.06","Kreigermouth","378.33","AUTRE","84","266","3"
"943","2023-09-01 00:25:41.91","South Randa","180.49","RETRAIT","378","318","2"
"944","2022-05-25 19:26:11.418","Loweside","258.19","AUTRE","122","191","1"
"945","2023-01-17 19:53:52.429","Dustyberg","586.27","RETRAIT","271","237","3"
"946","2021-12-23 07:52:06.133","West Gregorio","497.29","TRANSFERT_INTERNE","413","43","1"
"947","2023-04-03 23:01:01.585","Port Raphael","576.78","PAIEMENT_CARTE_CREDIT","408","328","5"
"948","2022-10-19 00:52:32.179","Abernathyberg","283.44","TRANSFERT_INTERNE","481","266","1"
"949","2020-12-02 02:23:43.925","Port Alvin","682.38","AUTRE","117","236","5"
"950","2023-07-20 19:59:49.919","Lake Dirkfurt","372.59","VIREMENT","320","66","5"
"951","2020-03-19 17:37:30.443","Walkerton","325.88","TRANSFERT_INTERNE","98","402","2"
"952","2020-09-30 05:52:14.374","Macejkovicbury","904.54","VIREMENT","194","412","2"
"953","2020-03-16 22:05:04.327","Deckowburgh","474.17","VIREMENT","210","90","2"
"954","2022-02-28 14:38:20.114","Lake Jay","413.33","RETRAIT","183","40","4"
"955","2020-07-29 16:11:56.824","East Joanieport","531.21","TRANSFERT_INTERNE","274","37","3"
"956","2023-09-19 11:33:22.064","Lake Hyon","687.44","TRANSFERT_INTERNE","94","81","1"
"957","2021-09-13 14:54:57.525","Hoppemouth","547.5","VIREMENT","295","140","4"
"958","2022-07-09 18:10:48.845","West Faustohaven","625.58","AUTRE","342","174","3"
"959","2022-07-04 03:43:22.559","Christoperberg","425.48","PAIEMENT_CARTE_CREDIT","395","312","3"
"960","2022-06-18 15:29:55.49","Marvinhaven","722.12","AUTRE","213","8","1"
"961","2021-03-29 17:40:36.757","Abdulburgh","511.33","VIREMENT","345","374","4"
"962","2021-06-23 18:21:32.711","West Hoyt","292.83","RETRAIT","425","479","2"
"963","2020-02-09 05:09:08.337","New Natishaborough","20.53","TRANSFERT_INTERNE","186","205","2"
"964","2023-06-08 16:58:57.08","South Alvaro","674.14","TRANSFERT_INTERNE","457","135","4"
"965","2021-11-18 08:34:54.548","Gulgowskihaven","460.35","AUTRE","94","267","2"
"966","2020-08-20 09:41:54.777","South Gregg","754.65","RETRAIT","196","229","4"
"967","2021-07-13 14:30:12.49","Katyberg","692.83","RETRAIT","185","347","1"
"968","2022-11-06 10:39:12.998","North Zoniafurt","233.22","RETRAIT","74","218","5"
"969","2021-11-19 07:52:45.133","Rubenbury","489.46","AUTRE","19","272","1"
"970","2022-12-02 17:16:16.047","Reggiestad","198.04","VIREMENT","454","434","1"
"971","2020-03-14 09:59:12.541","Hectorborough","776.57","AUTRE","479","62","3"
"972","2020-12-03 13:00:13.931","Margaritomouth","459.39","TRANSFERT_INTERNE","488","184","3"
"973","2022-01-07 02:07:09.777","South Cortez","885.49","AUTRE","456","463","4"
"974","2023-01-08 01:45:20.354","Chistad","715.57","AUTRE","204","329","4"
"975","2021-07-25 18:33:24.544","North Reyes","579.93","RETRAIT","163","12","4"
"976","2022-12-18 15:23:10.251","North Shantellville","690.14","VIREMENT","32","409","2"
"977","2023-09-19 03:08:47.744","Craigport","758.54","VIREMENT","258","179","4"
"978","2021-10-21 13:29:10.488","Port Antionechester","511.54","RETRAIT","161","235","1"
"979","2020-04-20 12:25:46.816","New Tiarafurt","474.68","TRANSFERT_INTERNE","450","75","3"
"980","2021-05-29 15:39:48.089","Brekkebury","557.5","AUTRE","36","254","4"
"981","2020-08-06 04:37:42.109","South Selenefort","554.76","AUTRE","219","404","5"
"982","2023-02-09 23:15:01.72","Brentonshire","912.09","AUTRE","404","296","3"
"983","2020-02-24 13:53:52.827","Lake Jonna","19.02","TRANSFERT_INTERNE","269","32","3"
"984","2023-07-31 04:25:40.813","Lake Columbusberg","349.74","AUTRE","214","59","4"
"985","2023-06-09 09:03:15.256","Cyrusshire","763.99","VIREMENT","194","257","1"
"986","2020-05-14 17:56:42.65","North Gilstad","173.9","TRANSFERT_INTERNE","341","363","4"
"987","2020-01-13 01:00:32.751","North Jona","694.45","VIREMENT","56","180","5"
"988","2023-05-05 01:04:49.183","Schillerfort","290.92","RETRAIT","159","367","4"
"989","2022-05-08 08:03:41.969","Schmidtshire","424.07","AUTRE","405","214","2"
"990","2020-07-17 22:17:26.328","East Andre","668.06","RETRAIT","472","320","4"
"991","2020-11-21 11:42:27.841","Legrosshire","876.64","AUTRE","32","276","2"
"992","2023-07-18 20:09:07.611","Macyport","781.46","RETRAIT","15","22","3"
"993","2021-01-11 13:24:04.845","Maxwellhaven","794.46","RETRAIT","59","350","2"
"994","2023-03-14 22:16:58.667","New Laurenside","783.63","AUTRE","456","388","3"
"995","2022-04-02 11:26:29.425","South Clementeborough","279","PAIEMENT_CARTE_CREDIT","463","121","5"
"996","2022-06-02 17:08:32.951","Wileymouth","326.35","TRANSFERT_INTERNE","416","396","4"
"997","2023-05-10 09:12:43.614","Hudsonstad","301.59","TRANSFERT_INTERNE","344","167","4"
"998","2020-03-29 07:47:24.961","Beattychester","350.93","RETRAIT","196","125","4"
"999","2023-06-09 03:05:08.413","South Latanyaland","954.88","VIREMENT","12","354","4"
"1000","2021-06-15 23:09:23.201","North Fosterchester","781.02","TRANSFERT_INTERNE","235","430","1"
"1001","2021-01-07 07:52:44.63","East Bryantberg","935.92","PAIEMENT_CARTE_CREDIT","99","412","3"
"1002","2022-08-30 22:02:22.377","Port Kevin","526.96","AUTRE","165","97","3"
"1003","2021-03-28 17:29:16.167","West Reyes","493.16","RETRAIT","388","33","1"
"1004","2021-03-20 22:01:45.68","Lateshaview","48.61","TRANSFERT_INTERNE","11","170","3"
"1005","2023-08-05 04:53:51.999","Hangmouth","910.47","TRANSFERT_INTERNE","53","226","5"
"1006","2021-01-31 07:59:27.935","East Jayson","683.92","RETRAIT","106","166","3"
"1007","2022-11-25 21:09:14.711","New Ruthann","855.05","TRANSFERT_INTERNE","232","444","3"
"1008","2022-02-22 07:22:34.321","Lake Isidro","343.61","VIREMENT","92","447","5"
"1009","2020-08-06 05:07:30.34","DuBuqueview","743.59","TRANSFERT_INTERNE","123","318","1"
"1010","2022-12-16 04:03:53.614","Colinview","265.28","AUTRE","62","104","5"
"1011","2022-10-18 11:14:36.397","Lake Salberg","74.89","TRANSFERT_INTERNE","137","111","5"
"1012","2022-10-19 14:39:16.306","East Branden","519.43","TRANSFERT_INTERNE","82","76","5"
"1013","2021-08-03 07:38:06.154","Lake Gwenn","808.62","AUTRE","21","241","1"
"1014","2020-03-21 18:08:53.992","Meiport","11.04","VIREMENT","157","221","1"
"1015","2022-06-26 00:11:48.529","South Leenastad","844.45","RETRAIT","56","202","2"
"1016","2022-11-09 22:56:29.138","West Montymouth","158.89","VIREMENT","220","214","3"
"1017","2023-01-28 20:02:28.364","East Garry","438.69","PAIEMENT_CARTE_CREDIT","455","433","2"
"1018","2020-10-09 06:33:29.711","Breitenbergside","823.73","RETRAIT","62","239","2"
"1019","2021-07-18 05:17:30.84","Lilaland","372.69","AUTRE","102","306","2"
"1020","2022-08-14 01:00:01.157","West Barbiemouth","60.4","RETRAIT","443","216","5"
"1021","2022-01-08 18:08:50.832","Port Les","264.86","RETRAIT","431","352","5"
"1022","2023-08-03 22:38:05.948","Stehrport","182.93","PAIEMENT_CARTE_CREDIT","350","468","2"
"1023","2021-12-13 01:46:01.02","West Orvilletown","669.1","VIREMENT","274","475","2"
"1024","2022-12-05 13:30:00.702","East Pageville","669.92","TRANSFERT_INTERNE","10","271","4"
"1025","2020-03-12 14:13:54.575","Port Dane","682.69","PAIEMENT_CARTE_CREDIT","491","375","3"
"1026","2020-05-16 08:50:41.464","Port German","633.91","PAIEMENT_CARTE_CREDIT","335","208","5"
"1027","2022-12-01 08:49:26.608","Asatown","615.06","VIREMENT","333","324","3"
"1028","2021-05-13 13:45:39.768","South Ezraborough","405.82","VIREMENT","124","412","2"
"1029","2021-10-29 00:52:20.616","Borerberg","751.79","TRANSFERT_INTERNE","215","477","3"
"1030","2023-04-17 08:36:46.574","Port Rubie","256.39","VIREMENT","126","225","3"
"1031","2020-10-28 17:26:55.94","New Kaitlinstad","52.77","AUTRE","190","476","5"
"1032","2020-08-23 21:50:54.015","Heathcoteborough","714.68","AUTRE","167","208","3"
"1033","2023-08-23 22:48:03.358","New Cleoraland","911.64","TRANSFERT_INTERNE","452","437","5"
"1034","2021-03-01 16:05:18.295","South Dean","768.53","TRANSFERT_INTERNE","417","397","4"
"1035","2022-06-28 16:58:04.815","Cristobalhaven","1.86","VIREMENT","375","185","2"
"1036","2021-12-28 14:10:27.509","Nicolaschester","847.86","AUTRE","43","290","2"
"1037","2023-01-04 03:17:38.584","Kuhicborough","859.98","VIREMENT","202","72","3"
"1038","2022-07-03 12:35:45.248","New Haywood","350.92","RETRAIT","420","452","5"
"1039","2021-09-16 10:33:19.461","Earthabury","703.34","RETRAIT","65","68","5"
"1040","2023-02-11 06:30:43.586","West Deettaton","432.15","RETRAIT","173","220","2"
"1041","2022-11-19 10:45:42.741","New Marine","214.42","RETRAIT","185","8","2"
"1042","2023-03-08 18:10:24.391","South Karmenport","15.47","VIREMENT","142","12","2"
"1043","2023-04-16 23:26:38.976","West Marleenport","434.89","PAIEMENT_CARTE_CREDIT","265","426","2"
"1044","2020-05-27 01:11:18.099","Hudsonville","611.32","TRANSFERT_INTERNE","66","152","4"
"1045","2020-04-08 08:55:06.825","Rebbecaville","24.04","TRANSFERT_INTERNE","338","331","3"
"1046","2021-09-01 07:58:52.715","South Nannette","670.05","VIREMENT","77","73","5"
"1047","2021-08-17 20:19:02.015","Port Averystad","785.22","AUTRE","457","123","3"
"1048","2022-11-08 07:40:02.494","Karristad","25.69","RETRAIT","327","173","5"
"1049","2021-07-24 15:12:00.555","Janisefurt","919.22","VIREMENT","370","285","5"
"1050","2023-01-20 06:42:42.07","Ryanfort","904.42","VIREMENT","356","375","2"
"1051","2020-03-24 00:26:10.333","New Lynette","704.78","VIREMENT","286","92","4"
"1052","2021-03-09 09:38:28.141","East Suellen","329.01","RETRAIT","206","253","1"
"1053","2021-01-06 22:11:47.621","Ritchiefort","657.84","RETRAIT","26","287","2"
"1054","2023-07-25 13:23:37.474","South Elviamouth","732.21","PAIEMENT_CARTE_CREDIT","251","192","3"
"1055","2020-01-05 09:06:28.517","West Gary","522.5","RETRAIT","137","304","5"
"1056","2020-04-08 20:50:49.159","East Judithtown","139.52","AUTRE","131","455","2"
"1057","2022-11-03 14:15:56.704","Blandafort","975.71","RETRAIT","352","174","2"
"1058","2020-12-23 15:11:34.463","Inellland","830.9","TRANSFERT_INTERNE","434","423","5"
"1059","2022-06-21 20:05:25.496","Parisianville","270.39","VIREMENT","343","92","3"
"1060","2020-06-26 06:24:15.213","North John","966.32","TRANSFERT_INTERNE","77","289","2"
"1061","2021-08-13 11:36:03.349","North Keithfurt","159.35","AUTRE","272","445","3"
"1062","2021-07-07 00:33:19.358","Taunyaburgh","227.61","RETRAIT","93","23","4"
"1063","2023-04-30 06:22:23.753","Port Luther","802.75","TRANSFERT_INTERNE","51","106","4"
"1064","2020-08-21 20:49:03.889","Leofurt","102.86","RETRAIT","471","243","5"
"1065","2021-12-21 09:09:37.938","Galetown","277.68","VIREMENT","252","398","4"
"1066","2023-02-02 23:32:44.696","East Cindaview","125.76","RETRAIT","6","377","3"
"1067","2020-04-27 13:57:45.8","Kubport","514.51","VIREMENT","80","113","2"
"1068","2021-02-10 10:20:04.503","Schulistborough","508.27","RETRAIT","481","345","3"
"1069","2020-07-11 11:19:48.691","South Maurice","875.32","PAIEMENT_CARTE_CREDIT","329","380","2"
"1070","2020-01-20 10:10:10.37","Halside","62.85","AUTRE","406","295","3"
"1071","2021-08-22 09:32:14.93","South Bess","369.73","RETRAIT","469","233","3"
"1072","2021-08-20 13:17:00.678","Adrianneside","838.98","RETRAIT","294","63","4"
"1073","2021-01-09 10:52:11.401","East Sonja","207.66","TRANSFERT_INTERNE","54","113","2"
"1074","2022-06-11 13:10:29.815","Cassinland","338.74","TRANSFERT_INTERNE","96","399","3"
"1075","2022-12-23 15:33:45.349","New Marcelchester","730.58","TRANSFERT_INTERNE","13","330","4"
"1076","2020-02-11 06:34:06.162","New Kris","703.92","AUTRE","210","314","3"
"1077","2020-04-02 01:05:18.699","Lake Catheyhaven","768.21","TRANSFERT_INTERNE","23","449","3"
"1078","2020-10-19 02:05:28.937","South Karrenview","328.21","TRANSFERT_INTERNE","308","319","3"
"1079","2022-04-30 03:51:18.673","Noellechester","630.07","AUTRE","404","186","4"
"1080","2021-05-15 20:15:18.279","New Drewbury","565.38","TRANSFERT_INTERNE","200","88","1"
"1081","2022-10-14 05:08:16.409","East Abraham","480.05","AUTRE","200","77","3"
"1082","2022-07-20 10:14:00.695","Lake Angelyn","313.47","AUTRE","29","81","1"
"1083","2023-03-30 05:56:18.602","Lake Devin","120.06","AUTRE","162","83","3"
"1084","2020-04-02 00:06:57.543","Lake Phung","934.45","PAIEMENT_CARTE_CREDIT","392","420","5"
"1085","2022-06-24 15:34:10.656","Lakinville","260.56","TRANSFERT_INTERNE","240","416","2"
"1086","2022-07-23 02:41:46.088","South Clarkmouth","931.35","RETRAIT","14","207","4"
"1087","2022-03-31 14:19:58.921","East Willardmouth","274.41","VIREMENT","456","139","3"
"1088","2022-02-10 23:03:59.695","New Roslyn","343.22","RETRAIT","332","405","4"
"1089","2021-05-12 05:28:28.104","South Elissa","284.66","RETRAIT","9","357","1"
"1090","2022-01-08 11:46:48.872","Port Colin","853.75","RETRAIT","82","292","5"
"1091","2023-07-04 08:35:14.409","West Lorindabury","615.2","RETRAIT","12","464","4"
"1092","2020-12-02 17:57:56.63","Alecside","487.01","RETRAIT","376","300","4"
"1093","2021-01-15 14:03:16.285","Kenyattaland","216.74","AUTRE","162","453","4"
"1094","2023-03-20 02:58:07.387","New Peggiemouth","376.82","RETRAIT","344","3","1"
"1095","2021-01-24 00:24:04.062","Dibbertview","756.17","RETRAIT","80","228","2"
"1096","2020-08-29 03:42:51.767","Labadieside","260.26","RETRAIT","78","184","2"
"1097","2020-06-29 15:05:05.218","New Keithhaven","202.91","VIREMENT","295","398","4"
"1098","2020-07-27 09:14:08.763","Lonmouth","701.16","AUTRE","29","450","4"
"1099","2020-08-30 13:30:26.991","Maegantown","194.49","TRANSFERT_INTERNE","492","460","1"
"1100","2021-04-12 08:16:15.882","South Chan","685.16","TRANSFERT_INTERNE","286","460","4"
"1101","2023-03-02 13:51:02.523","North Maren","442.85","TRANSFERT_INTERNE","68","345","3"
"1102","2022-09-12 11:02:49.853","Bentonmouth","802.58","VIREMENT","78","177","2"
"1103","2020-08-02 11:21:38.752","North Emanuel","841","VIREMENT","148","365","4"
"1104","2022-04-06 10:24:41.163","Gorczanyborough","741.55","PAIEMENT_CARTE_CREDIT","30","423","5"
"1105","2022-11-25 18:09:19.075","Port Alexandriaside","916.58","PAIEMENT_CARTE_CREDIT","188","264","2"
"1106","2023-01-05 05:12:46.184","New Brendonchester","115.57","VIREMENT","113","168","2"
"1107","2022-07-08 07:23:01.879","South Maryleeton","549.86","TRANSFERT_INTERNE","13","456","5"
"1108","2021-05-03 18:27:02.264","Lake Deenaburgh","451.61","VIREMENT","139","31","5"
"1109","2023-02-07 20:20:12.437","West Marcelchester","690.04","VIREMENT","16","61","5"
"1110","2022-05-24 15:41:41.959","South Elmiraborough","160.08","VIREMENT","429","298","5"
"1111","2023-03-19 10:10:19.999","Mathewtown","35.34","AUTRE","22","165","3"
"1112","2021-07-19 21:54:56.462","Mannport","490.48","RETRAIT","251","226","4"
"1113","2021-12-07 16:26:30.554","Temekaburgh","44.67","PAIEMENT_CARTE_CREDIT","352","229","3"
"1114","2020-04-27 00:02:14.933","Clarindaborough","462.99","AUTRE","123","85","1"
"1115","2022-01-08 19:05:18.447","East Pedro","160.56","TRANSFERT_INTERNE","372","457","4"
"1116","2023-05-30 11:39:23.868","North Lovellamouth","298.97","VIREMENT","313","151","4"
"1117","2020-01-28 03:17:32.664","South Deedrafurt","551.16","VIREMENT","74","470","4"
"1118","2020-04-11 14:30:46.67","Billiechester","878.43","PAIEMENT_CARTE_CREDIT","460","43","3"
"1119","2020-03-03 09:10:09.462","Lake Stanfordchester","519.81","RETRAIT","401","277","4"
"1120","2022-06-04 09:53:15.56","Earlburgh","535.23","VIREMENT","13","15","2"
"1121","2021-08-14 00:00:10.653","Lake Margeret","564.96","VIREMENT","32","422","5"
"1122","2023-04-12 02:03:34.299","South Harrison","23.09","TRANSFERT_INTERNE","285","200","1"
"1123","2022-12-29 05:22:41.147","New Lynwood","311.19","RETRAIT","384","141","4"
"1124","2023-08-01 15:07:28.469","Runteborough","705.17","VIREMENT","27","371","1"
"1125","2022-04-01 00:15:08.392","South Davidland","773.19","VIREMENT","305","432","4"
"1126","2021-08-29 05:50:51.536","East Ulyssesport","755.35","RETRAIT","389","53","1"
"1127","2020-10-19 13:30:37.632","West Kevinfurt","420.22","RETRAIT","205","429","2"
"1128","2022-10-11 03:27:55.784","Fredabury","140.08","RETRAIT","19","261","2"
"1129","2020-01-25 21:43:35.695","Port Nolanmouth","300.53","VIREMENT","65","199","5"
"1130","2021-02-11 00:22:54.135","Erlindabury","164.57","AUTRE","296","345","4"
"1131","2023-01-09 00:50:22.482","Kesslermouth","363","RETRAIT","473","247","5"
"1132","2022-11-29 17:54:10.806","New Sheltonside","99.04","PAIEMENT_CARTE_CREDIT","105","189","3"
"1133","2023-01-16 01:54:25.147","New Gertrudiston","537.41","VIREMENT","491","456","2"
"1134","2023-08-29 08:11:00.371","New Cheyenne","278.63","RETRAIT","79","265","4"
"1135","2020-08-09 19:08:04.565","East Traceyport","407.96","RETRAIT","430","247","4"
"1136","2023-05-03 03:00:56.354","New Hipolito","3.38","AUTRE","343","383","2"
"1137","2022-12-01 18:02:35.58","Port Tuyet","919.44","VIREMENT","42","88","3"
"1138","2020-07-26 07:35:26.531","New Calvin","104.54","PAIEMENT_CARTE_CREDIT","78","319","4"
"1139","2022-03-12 07:09:23.598","West Mozellton","423.44","VIREMENT","334","276","4"
"1140","2022-11-27 17:06:13.053","Mrazville","218.06","RETRAIT","170","465","4"
"1141","2022-02-12 07:47:40.286","East Roxiemouth","903.67","TRANSFERT_INTERNE","415","343","2"
"1142","2020-06-25 19:59:26.266","Handview","429.78","RETRAIT","221","178","2"
"1143","2021-10-01 19:43:44.165","North Gus","240.53","RETRAIT","373","408","5"
"1144","2022-08-29 22:31:38.824","East Amira","961.3","RETRAIT","285","289","2"
"1145","2021-04-10 20:55:09.906","East Okstad","257.74","AUTRE","425","63","4"
"1146","2021-01-14 15:31:20.896","Rinashire","14.19","PAIEMENT_CARTE_CREDIT","295","440","2"
"1147","2023-01-02 16:45:08.026","North Garrett","568.36","RETRAIT","151","55","5"
"1148","2022-03-08 21:51:03.965","South Emile","811.9","VIREMENT","228","341","2"
"1149","2020-02-15 07:29:30.923","Lake Aubrey","706.57","VIREMENT","211","279","5"
"1150","2021-05-19 15:09:34.185","Lake Alphonsechester","526.83","RETRAIT","113","411","4"
"1151","2021-09-03 23:38:32.182","Adrianchester","884.25","AUTRE","249","417","2"
"1152","2022-01-28 11:29:07.391","Markitatown","307.36","VIREMENT","266","178","5"
"1153","2023-06-18 14:46:54.309","East Solomonland","180.96","TRANSFERT_INTERNE","449","39","5"
"1154","2022-01-14 17:10:35.153","Rempelville","544.22","RETRAIT","372","35","5"
"1155","2023-01-13 18:45:48.369","Karissaview","176.9","AUTRE","196","23","3"
"1156","2021-03-26 13:29:31.68","North Elmoside","527.29","AUTRE","224","283","5"
"1157","2020-04-21 06:54:54.267","Theresafort","407.19","TRANSFERT_INTERNE","252","112","4"
"1158","2022-07-14 03:08:37.025","South Darwin","875.28","RETRAIT","324","123","5"
"1159","2021-09-09 16:24:08.455","Gaylordview","71.42","PAIEMENT_CARTE_CREDIT","232","410","2"
"1160","2023-01-22 02:08:52.019","Auerberg","232.18","RETRAIT","54","44","2"
"1161","2023-04-23 00:39:17.457","Goodwinville","177.43","RETRAIT","284","231","2"
"1162","2020-07-11 16:21:44.081","East Monserratetown","246.93","TRANSFERT_INTERNE","21","167","2"
"1163","2022-12-30 15:22:31.948","New Emelda","549.53","PAIEMENT_CARTE_CREDIT","264","165","1"
"1164","2021-04-21 22:46:35.241","Bergnaumton","745","PAIEMENT_CARTE_CREDIT","403","124","1"
"1165","2023-07-17 12:31:26.046","South Maiachester","521.49","AUTRE","377","97","4"
"1166","2020-08-18 00:58:15.617","Port Fumiko","368.65","VIREMENT","295","281","1"
"1167","2020-04-27 05:42:27.074","Gerholdbury","835.88","RETRAIT","469","459","3"
"1168","2023-09-12 03:09:56.519","Octavioborough","44.25","AUTRE","374","339","5"
"1169","2020-10-23 20:08:16.998","West Elroy","195.16","TRANSFERT_INTERNE","216","467","2"
"1170","2021-01-11 07:14:00.286","South Dwayne","271.98","AUTRE","376","200","4"
"1171","2022-10-06 06:08:39.283","Funkburgh","648.32","PAIEMENT_CARTE_CREDIT","83","210","4"
"1172","2022-07-08 07:26:38.047","Neryhaven","578.22","VIREMENT","427","147","5"
"1173","2021-08-12 23:44:14.671","Schmelermouth","45.81","PAIEMENT_CARTE_CREDIT","327","49","4"
"1174","2021-09-19 06:50:51.958","Rashadside","823","PAIEMENT_CARTE_CREDIT","466","15","2"
"1175","2021-12-13 15:24:18.445","Andersonfurt","854.18","VIREMENT","245","331","5"
"1176","2022-08-15 17:22:28.03","Samellaville","766.57","AUTRE","227","122","3"
"1177","2022-02-22 23:43:24.395","Karaside","836.89","TRANSFERT_INTERNE","62","153","2"
"1178","2021-09-02 20:22:32.927","East Aliville","59.69","AUTRE","21","255","2"
"1179","2020-12-11 13:54:21.812","New Nakishaview","643.99","TRANSFERT_INTERNE","100","146","2"
"1180","2022-08-10 07:16:55.916","West Leathafurt","416.97","VIREMENT","427","451","3"
"1181","2022-09-23 10:32:48.079","South Moshe","618.2","RETRAIT","52","12","5"
"1182","2022-09-12 12:40:21.66","Yesenialand","755.85","RETRAIT","214","338","5"
"1183","2020-06-04 04:24:13.996","South Kellieton","848.66","VIREMENT","185","372","3"
"1184","2020-06-19 07:16:47.005","Stuarttown","312.3","TRANSFERT_INTERNE","193","245","3"
"1185","2022-02-05 10:52:08.555","New Concettaside","198.84","AUTRE","367","47","2"
"1186","2023-01-23 05:54:46.29","New Herman","291.21","VIREMENT","478","439","3"
"1187","2021-03-12 03:03:41.133","Medhurstfort","762.28","RETRAIT","244","378","4"
"1188","2022-07-30 11:32:14.946","New Selma","687.51","AUTRE","120","48","1"
"1189","2022-02-08 20:40:48.356","East Jamey","874.77","VIREMENT","187","6","5"
"1190","2021-01-28 18:56:10.896","South Amieechester","75.78","VIREMENT","64","484","4"
"1191","2023-02-12 02:28:07.237","Gleichnerstad","614.99","PAIEMENT_CARTE_CREDIT","282","113","5"
"1192","2020-06-29 15:34:42.986","East Robtstad","291.6","AUTRE","359","267","1"
"1193","2021-10-20 05:18:44.298","Jenaberg","30.63","TRANSFERT_INTERNE","261","25","2"
"1194","2023-09-14 05:24:49.772","Palmiraland","361.24","RETRAIT","364","318","5"
"1195","2022-07-03 03:25:20.188","North Arlettaton","814.57","RETRAIT","168","93","5"
"1196","2023-04-18 16:23:29.709","Lynchshire","377.98","VIREMENT","217","56","5"
"1197","2021-07-19 18:36:41.524","Lake Gerald","24.07","AUTRE","124","34","3"
"1198","2020-01-19 01:34:42.441","Erichside","193.38","RETRAIT","427","358","1"
"1199","2022-01-09 17:26:43.066","Colliertown","193.71","RETRAIT","461","383","3"
"1200","2021-08-14 18:51:30.279","Alistad","305.07","TRANSFERT_INTERNE","300","44","4"
"1201","2021-01-10 06:32:16.539","Mayertville","407","PAIEMENT_CARTE_CREDIT","282","347","5"
"1202","2023-04-27 01:11:55.949","Port Boyce","92.39","AUTRE","202","140","1"
"1203","2021-05-02 06:26:03.835","Boydburgh","55.21","PAIEMENT_CARTE_CREDIT","61","254","4"
"1204","2021-10-23 04:40:37.274","Israelton","615.7","AUTRE","345","478","3"
"1205","2020-03-22 09:46:16.23","Lake Jarredmouth","755","AUTRE","138","303","3"
"1206","2022-10-20 10:41:48.621","North Araceliview","686.59","TRANSFERT_INTERNE","487","314","5"
"1207","2021-12-12 13:41:07.448","South Jenville","91.13","VIREMENT","97","255","2"
"1208","2021-06-20 17:26:46.832","East Wanitamouth","954.33","AUTRE","310","391","1"
"1209","2022-08-19 10:56:22.827","New Augustine","672.59","AUTRE","315","40","1"
"1210","2021-04-26 22:58:09.212","Muellerland","851.87","VIREMENT","456","111","5"
"1211","2021-05-29 13:39:26.34","West Nicole","905.65","AUTRE","397","102","3"
"1212","2022-04-06 12:25:30.677","Claychester","322.86","PAIEMENT_CARTE_CREDIT","122","246","4"
"1213","2022-03-31 20:17:13.7","North Oneidaburgh","481.89","VIREMENT","325","493","3"
"1214","2020-05-08 07:39:33.914","Swiftfurt","838.98","TRANSFERT_INTERNE","232","374","1"
"1215","2023-05-20 03:10:19.015","East Maoland","397.91","RETRAIT","171","306","5"
"1216","2023-06-10 18:57:23.089","Rogahnville","707.72","RETRAIT","225","341","5"
"1217","2022-03-11 02:03:14.774","Marlonbury","21.95","VIREMENT","49","263","2"
"1218","2021-12-02 00:54:32.72","North Sanfordberg","877.96","TRANSFERT_INTERNE","318","248","2"
"1219","2021-12-01 10:53:18.278","East Derek","326.45","RETRAIT","357","328","4"
"1220","2021-04-17 14:03:37.488","Port Jan","240.95","VIREMENT","204","482","2"
"1221","2022-10-05 11:15:09.932","East Marianofort","709.78","TRANSFERT_INTERNE","349","390","2"
"1222","2022-03-06 11:07:34.111","West Timothy","926.02","PAIEMENT_CARTE_CREDIT","402","70","4"
"1223","2021-05-17 13:50:30.262","Lake Sarita","548.03","TRANSFERT_INTERNE","483","324","1"
"1224","2022-05-25 11:34:45.023","Thielberg","335.3","TRANSFERT_INTERNE","489","23","4"
"1225","2023-02-21 17:27:19.804","Rogeliobury","332.95","TRANSFERT_INTERNE","52","74","2"
"1226","2021-07-06 08:59:31.519","Lake Ignacio","447.45","AUTRE","64","441","5"
"1227","2021-07-18 10:16:43.943","Michalhaven","720.65","TRANSFERT_INTERNE","105","382","5"
"1228","2022-02-06 01:51:31.789","West Johnny","816.72","VIREMENT","442","107","5"
"1229","2021-02-20 15:55:28.813","Veumchester","669.27","AUTRE","405","122","5"
"1230","2023-04-21 07:51:34.547","North Kimiborough","591.28","VIREMENT","344","157","3"
"1231","2020-08-07 03:51:21.5","Rauland","99.28","TRANSFERT_INTERNE","383","178","1"
"1232","2021-05-20 15:05:25.53","Lottieshire","238.08","VIREMENT","465","414","3"
"1233","2020-01-16 00:32:49.129","East Karenabury","221.02","AUTRE","146","188","5"
"1234","2020-12-18 16:47:33.301","Reichertport","902.67","PAIEMENT_CARTE_CREDIT","274","185","2"
"1235","2023-02-10 14:13:46.908","Port Matildaberg","81.16","TRANSFERT_INTERNE","92","87","4"
"1236","2021-12-05 11:14:12.24","Weissnatton","485.13","VIREMENT","148","325","1"
"1237","2020-10-19 12:17:06.767","Lake Miguelfurt","10.76","AUTRE","363","28","3"
"1238","2022-06-30 10:30:09.181","North Reubenstad","131.53","PAIEMENT_CARTE_CREDIT","181","23","4"
"1239","2023-07-17 00:31:12.213","West Cesarton","481.71","RETRAIT","115","257","3"
"1240","2021-01-25 18:37:47.853","Colemanshire","29.68","RETRAIT","313","308","2"
